point	title	description	iconSize	iconOffset	icon
50.4947222222,7.38651666667	<a href="http://kein Artikel/wiki/Wp 1/13 Steinturm" target="pedia">Wp 1/13 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4947222222, 7.38651666667<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4943972222,7.39284166667	<a href="http://kein Artikel/wiki/Wp 1/14 Steinturm" target="pedia">Wp 1/14 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4943972222, 7.39284166667<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4913305556,7.398725	<a href="http://kein Artikel/wiki/Wp 1/16 Steinturm" target="pedia">Wp 1/16 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4913305556, 7.398725<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4871111111,7.39952777778	<a href="http://kein Artikel/wiki/Wp 1/17 Steinturm" target="pedia">Wp 1/17 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4871111111, 7.39952777778<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4822194444,7.40433055556	<a href="http://kein Artikel/wiki/Wp 1/18 Steinturm West" target="pedia">Wp 1/18 Steinturm West</a>	<div style="max-width: 250px;">Geo 50.4822194444, 7.40433055556<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4822333333,7.40452777778	<a href="http://kein Artikel/wiki/Wp 1/18 Steinturm Ost" target="pedia">Wp 1/18 Steinturm Ost</a>	<div style="max-width: 250px;">Geo 50.4822333333, 7.40452777778<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4765083333,7.40610277778	<a href="http://kein Artikel/wiki/Wp 1/19 Steinturm" target="pedia">Wp 1/19 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4765083333, 7.40610277778<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4727777778,7.40739722222	<a href="http://kein Artikel/wiki/Wp 1/20 Steinturm" target="pedia">Wp 1/20 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4727777778, 7.40739722222<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.469625,7.41281388889	<a href="http://kein Artikel/wiki/Wp 1/21 Steinturm" target="pedia">Wp 1/21 Steinturm</a>	<div style="max-width: 250px;">Geo 50.469625, 7.41281388889<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4668333333,7.41920277778	<a href="http://kein Artikel/wiki/Wp 1/22 Steinturm" target="pedia">Wp 1/22 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4668333333, 7.41920277778<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4660666667,7.42553888889	<a href="http://kein Artikel/wiki/Wp 1/23 Steinturm" target="pedia">Wp 1/23 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4660666667, 7.42553888889<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4634,7.43524722222	<a href="http://kein Artikel/wiki/Wp 1/25 Steinturm" target="pedia">Wp 1/25 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4634, 7.43524722222<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4617722222,7.44183611111	<a href="http://kein Artikel/wiki/Wp 1/26 Steinturm" target="pedia">Wp 1/26 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4617722222, 7.44183611111<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4658416667,7.45795833333	<a href="http://kein Artikel/wiki/Wp 1/29 Steinturm" target="pedia">Wp 1/29 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4658416667, 7.45795833333<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.467025,7.47194722222	<a href="http://de.wikipedia.org/wiki/Kastell Niederbieber" target="pedia">Kastell Niederbieber</a>	<div style="max-width: 250px;">Geo 50.467025, 7.47194722222<br>Numeruskastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br>um 185/190 bis 259/260</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4787472222,7.48003611111	<a href="http://kein Artikel/wiki/Wp 1/33 Steinturm West" target="pedia">Wp 1/33 Steinturm West</a>	<div style="max-width: 250px;">Geo 50.4787472222, 7.48003611111<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4787666667,7.48021944444	<a href="http://kein Artikel/wiki/Wp 1/33 Steinturm Ost" target="pedia">Wp 1/33 Steinturm Ost</a>	<div style="max-width: 250px;">Geo 50.4787666667, 7.48021944444<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.476625,7.50216666667	<a href="http://kein Artikel/wiki/Wp 1/36 Steinturm" target="pedia">Wp 1/36 Steinturm</a>	<div style="max-width: 250px;">Geo 50.476625, 7.50216666667<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4777611111,7.50959722222	<a href="http://kein Artikel/wiki/Wp 1/37 Steinturm" target="pedia">Wp 1/37 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4777611111, 7.50959722222<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4783527778,7.51779444444	<a href="http://kein Artikel/wiki/Wp 1/38 Steinturm" target="pedia">Wp 1/38 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4783527778, 7.51779444444<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4793222222,7.52318888889	<a href="http://kein Artikel/wiki/Wp 1/39 Steinturm" target="pedia">Wp 1/39 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4793222222, 7.52318888889<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4812055556,7.53144166667	<a href="http://kein Artikel/wiki/Wp 1/40 Steinturm" target="pedia">Wp 1/40 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4812055556, 7.53144166667<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3688555556,7.62733611111	<a href="http://de.wikipedia.org/wiki/Kastell Niederberg" target="pedia">Kastell Niederberg</a>	<div style="max-width: 250px;">Geo 50.3688555556, 7.62733611111<br>Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br>domitianisch bis Limesfall</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4781277778,7.543275	<a href="http://kein Artikel/wiki/Wp 1/42 Steinturm" target="pedia">Wp 1/42 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4781277778, 7.543275<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4745861111,7.54985	<a href="http://kein Artikel/wiki/Wp 1/43 Steinturm West" target="pedia">Wp 1/43 Steinturm West</a>	<div style="max-width: 250px;">Geo 50.4745861111, 7.54985<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4745361111,7.55014722222	<a href="http://kein Artikel/wiki/Wp 1/43 Steinturm Ost" target="pedia">Wp 1/43 Steinturm Ost</a>	<div style="max-width: 250px;">Geo 50.4745361111, 7.55014722222<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4735694444,7.56000833333	<a href="http://kein Artikel/wiki/Wp 1/44 Steinturm" target="pedia">Wp 1/44 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4735694444, 7.56000833333<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4706444444,7.56295833333	<a href="http://kein Artikel/wiki/Wp 1/45 Steinturm" target="pedia">Wp 1/45 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4706444444, 7.56295833333<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4680666667,7.56499444444	<a href="http://kein Artikel/wiki/Wp 1/46 Steinturm" target="pedia">Wp 1/46 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4680666667, 7.56499444444<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.464225,7.56846111111	<a href="http://kein Artikel/wiki/Wp 1/47 Steinturm" target="pedia">Wp 1/47 Steinturm</a>	<div style="max-width: 250px;">Geo 50.464225, 7.56846111111<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4568472222,7.57220555556	<a href="http://kein Artikel/wiki/Wp 1/48 Steinturm Nord" target="pedia">Wp 1/48 Steinturm Nord</a>	<div style="max-width: 250px;">Geo 50.4568472222, 7.57220555556<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4567111111,7.57225277778	<a href="http://kein Artikel/wiki/Wp 1/48 Steinturm Mitte" target="pedia">Wp 1/48 Steinturm Mitte</a>	<div style="max-width: 250px;">Geo 50.4567111111, 7.57225277778<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4566638889,7.57208611111	<a href="http://kein Artikel/wiki/Wp 1/48 Steinturm S&#252;d" target="pedia">Wp 1/48 Steinturm S&#252;d</a>	<div style="max-width: 250px;">Geo 50.4566638889, 7.57208611111<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4483888889,7.576825	<a href="http://kein Artikel/wiki/Wp 1/50 Steinturm" target="pedia">Wp 1/50 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4483888889, 7.576825<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4430694444,7.58596666667	<a href="http://kein Artikel/wiki/Wp 1/52 Steinturm" target="pedia">Wp 1/52 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4430694444, 7.58596666667<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4419222222,7.59810833333	<a href="http://kein Artikel/wiki/Wp 1/54 Steinturm" target="pedia">Wp 1/54 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4419222222, 7.59810833333<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4423027778,7.60517777778	<a href="http://kein Artikel/wiki/Wp 1/55 Steinturm" target="pedia">Wp 1/55 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4423027778, 7.60517777778<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4422583333,7.613275	<a href="http://kein Artikel/wiki/Wp 1/56 Steinturm" target="pedia">Wp 1/56 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4422583333, 7.613275<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4397972222,7.61661388889	<a href="http://kein Artikel/wiki/Wp 1/57 Steinturm" target="pedia">Wp 1/57 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4397972222, 7.61661388889<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.437525,7.62206944444	<a href="http://kein Artikel/wiki/Wp 1/58 Steinturm West" target="pedia">Wp 1/58 Steinturm West</a>	<div style="max-width: 250px;">Geo 50.437525, 7.62206944444<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4376055556,7.62281388889	<a href="http://kein Artikel/wiki/Wp 1/58 Steinturm Ost" target="pedia">Wp 1/58 Steinturm Ost</a>	<div style="max-width: 250px;">Geo 50.4376055556, 7.62281388889<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4380777778,7.63306111111	<a href="http://kein Artikel/wiki/Wp 1/59 Steinturm West" target="pedia">Wp 1/59 Steinturm West</a>	<div style="max-width: 250px;">Geo 50.4380777778, 7.63306111111<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4371472222,7.64031111111	<a href="http://kein Artikel/wiki/Wp 1/60 Steinturm" target="pedia">Wp 1/60 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4371472222, 7.64031111111<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4303888889,7.65226944444	<a href="http://de.wikipedia.org/wiki/Kleinkastell Ferbach" target="pedia">Kleinkastell Ferbach</a>	<div style="max-width: 250px;">Geo 50.4303888889, 7.65226944444<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br>antoninisch bis Limesfall</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4279083333,7.65854722222	<a href="http://kein Artikel/wiki/Wp 1/64 Steinturm" target="pedia">Wp 1/64 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4279083333, 7.65854722222<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4233138889,7.66710833333	<a href="http://kein Artikel/wiki/Wp 1/65 Steinturm" target="pedia">Wp 1/65 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4233138889, 7.66710833333<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4209333333,7.67426666667	<a href="http://kein Artikel/wiki/Wp 1/66 Steinturm" target="pedia">Wp 1/66 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4209333333, 7.67426666667<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4179861111,7.68153888889	<a href="http://kein Artikel/wiki/Wp 1/67 Steinturm" target="pedia">Wp 1/67 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4179861111, 7.68153888889<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4147861111,7.68970277778	<a href="http://kein Artikel/wiki/Wp 1/68 Steinturm" target="pedia">Wp 1/68 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4147861111, 7.68970277778<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4126111111,7.71357777778	<a href="http://kein Artikel/wiki/Wp 1/69 Steinturm" target="pedia">Wp 1/69 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4126111111, 7.71357777778<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4112833333,7.71008611111	<a href="http://kein Artikel/wiki/Wp 1/71 Steinturm" target="pedia">Wp 1/71 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4112833333, 7.71008611111<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4074361111,7.71261111111	<a href="http://kein Artikel/wiki/Wp 1/72 Steinturm" target="pedia">Wp 1/72 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4074361111, 7.71261111111<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4030611111,7.71686388889	<a href="http://kein Artikel/wiki/Wp 1/73 Steinturm" target="pedia">Wp 1/73 Steinturm</a>	<div style="max-width: 250px;">Geo 50.4030611111, 7.71686388889<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3973083333,7.723475	<a href="http://kein Artikel/wiki/Wp 1/75 Steinturm" target="pedia">Wp 1/75 Steinturm</a>	<div style="max-width: 250px;">Geo 50.3973083333, 7.723475<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3964416667,7.74067222222	<a href="http://kein Artikel/wiki/Wp 1/78 Steinturm" target="pedia">Wp 1/78 Steinturm</a>	<div style="max-width: 250px;">Geo 50.3964416667, 7.74067222222<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3910166667,7.74187222222	<a href="http://kein Artikel/wiki/Wp 1/79 Steinturm" target="pedia">Wp 1/79 Steinturm</a>	<div style="max-width: 250px;">Geo 50.3910166667, 7.74187222222<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3856861111,7.73939722222	<a href="http://kein Artikel/wiki/Wp 1/80 Steinturm" target="pedia">Wp 1/80 Steinturm</a>	<div style="max-width: 250px;">Geo 50.3856861111, 7.73939722222<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3809138889,7.74023888889	<a href="http://kein Artikel/wiki/Wp 1/81 Steinturm" target="pedia">Wp 1/81 Steinturm</a>	<div style="max-width: 250px;">Geo 50.3809138889, 7.74023888889<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.375325,7.74564722222	<a href="http://de.wikipedia.org/wiki/Kastell Arzbach" target="pedia">Kastell Arzbach</a>	<div style="max-width: 250px;">Geo 50.375325, 7.74564722222<br>Numeruskastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 1: Rhein-Lahn<br>trajanisch (hadrianisch ?) bis Mitte des 3. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
